,id,sentence,subject_entity,object_entity,label,source
25234,25234,"불교를 신봉하여 1067년 흥왕사(興王寺)를 세웠고, 자신의 아들을 부처에게 바치겠다고 하고 태자 왕후(王煦)를 출가시켜 승려가 되게 하니 그가 바로 대각국사 의천이다.","{'word': '대각국사', 'start_idx': 84, 'end_idx': 87, 'type': 'PER'}","{'word': '왕후(王煦)', 'start_idx': 55, 'end_idx': 60, 'type': 'POH'}",per:alternate_names,wikipedia
25258,25258,아들은 명종 때 동지추밀원사(同知樞密院事)에 오른 우학유(于學儒)이다.,"{'word': '우학유', 'start_idx': 28, 'end_idx': 30, 'type': 'PER'}","{'word': '동지추밀원사(同知樞密院事)', 'start_idx': 9, 'end_idx': 22, 'type': 'POH'}",per:title,wikipedia
25289,25289,2005-06 시즌 중 조 콜은 첼시 FC와 4년 연장 계약을 체결하였다.,"{'word': '첼시 FC', 'start_idx': 18, 'end_idx': 22, 'type': 'ORG'}","{'word': '2005-06', 'start_idx': 0, 'end_idx': 6, 'type': 'DAT'}",no_relation,wikipedia
25301,25301,홍콩 공회연합회(香港工會聯合會)는 홍콩의 친중파 노총 겸 좌익 정당이다.,"{'word': '홍콩 공회연합회', 'start_idx': 0, 'end_idx': 7, 'type': 'ORG'}","{'word': '香港工會聯合會', 'start_idx': 9, 'end_idx': 15, 'type': 'ORG'}",org:alternate_names,wikipedia
25306,25306,"아오바 이치코(青葉市子, 1990년~)는 일본의 가수, 싱어송라이터이다.","{'word': '아오바 이치코', 'start_idx': 0, 'end_idx': 6, 'type': 'PER'}","{'word': '가수, 싱어송라이터', 'start_idx': 27, 'end_idx': 36, 'type': 'POH'}",per:title,wikipedia
25307,25307,"1월 6일 볼티모어 오리올스와 2년 계약의 기본 합의에 이르렀고 이듬해인 2009년 1월 13일에 2년 간 1,000만 달러(약 9억 엔, 인센티브 최고 600만 달러)로 정식 계약을 맺어 팀내 첫 일본인 선수가 되었다.","{'word': '볼티모어 오리올스', 'start_idx': 6, 'end_idx': 14, 'type': 'ORG'}","{'word': '1,000만 달러', 'start_idx': 60, 'end_idx': 68, 'type': 'NOH'}",no_relation,wikipedia
25349,25349,"위르겐 콜러(Jürgen Kohler, 1965년 10월 6일, 라인란트팔츠주 람스하임 ~)는 FIFA 월드컵 우승 경력이 있는 은퇴한 독일의 축구 센터백이자 축구 감독이다.","{'word': '위르겐 콜러', 'start_idx': 0, 'end_idx': 5, 'type': 'PER'}","{'word': 'Jürgen Kohler', 'start_idx': 7, 'end_idx': 19, 'type': 'PER'}",per:alternate_names,wikipedia
25380,25380,"또한 2010-11 시즌에는 NHL 올스타팀에 선정되었고, 스탠리컵 결승전에 진출하여 보스턴 브루인스와 겨루기도 했으며, 2011년 여름에는 다니엘과 함께 올해의 스웨덴의 스포츠 선수로 공동 선정되며 빅토리아 장학금을 받았다.","{'word': '보스턴 브루인스', 'start_idx': 48, 'end_idx': 55, 'type': 'ORG'}","{'word': '2010-11', 'start_idx': 3, 'end_idx': 9, 'type': 'DAT'}",no_relation,wikipedia
25405,25405,"그는 UEFA 챔피언스리그 2009-10을 앞두고 FC 바이에른 뮌헨의 스쿼드에 등록되었으며, 등번호 27번을 받았다.","{'word': 'FC 바이에른 뮌헨', 'start_idx': 28, 'end_idx': 37, 'type': 'ORG'}","{'word': '2009-10', 'start_idx': 15, 'end_idx': 21, 'type': 'DAT'}",no_relation,wikipedia
25443,25443,"이후 비엣남은 점차 베트남을 가리키는 일반적인 명칭이 되어, 1905년 베트남의 판보이쩌우(Phan Bội Châu, 潘佩珠)와 중국의 량치차오(梁啓超)가 일본의 요코하마에서 월남의 식민지화에 대해 나눈 대담은 《월남망국사》라는 제목으로 출간되었다.","{'word': '량치차오', 'start_idx': 76, 'end_idx': 79, 'type': 'PER'}","{'word': '梁啓超', 'start_idx': 81, 'end_idx': 83, 'type': 'PER'}",per:alternate_names,wikipedia
25505,25505,"이후 애틀랜타 브레이브스와 300,000달러에 계약했고, 교육리그에도 참가했다.","{'word': '애틀랜타 브레이브스', 'start_idx': 3, 'end_idx': 12, 'type': 'ORG'}","{'word': '300,000달러', 'start_idx': 15, 'end_idx': 23, 'type': 'NOH'}",no_relation,wikipedia
25552,25552,"스위스군은 7,000명의 보병부대와 2,000명의 기병부대로 이루어진 전위부대(포어후드, Vorhut)를 우익에서 공격하게 했고, 8,000명의 보병부대와 1,300명의 기병부대로 이루어진 주력부대(게발트후드, Gewalthut)는 부르고뉴 군의 좌측 옆구리를 공격하기 위해 어려운 길을 우회하여 행군해 나무가 우거지고 눈이 두텁게 쌓인 경사면 위에서 진지를 구축했으나, 부르고뉴군이 대기하던 장소는 시야에 들어오지 않았다.","{'word': '스위스군', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}","{'word': '7,000명', 'start_idx': 6, 'end_idx': 11, 'type': 'NOH'}",no_relation,wikipedia
25645,25645,"《해리 포터와 죽음의 성물》에서 19년 이후의 이야기로, 해리 포터의 아들 알버스 세베루스 포터와 드레이코 말포이의 아들 스코피어스 말포이가 함께 시간여행을 한다.","{'word': '알버스 세베루스 포터', 'start_idx': 42, 'end_idx': 52, 'type': 'PER'}","{'word': '《해리 포터와 죽음의 성물》', 'start_idx': 0, 'end_idx': 14, 'type': 'POH'}",no_relation,wikipedia
25660,25660,"성선임(成膳任, Sonim, 1983년 3월 10일~)은 일본에서 활동하는 가수이자 배우이다.","{'word': '성선임', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '成膳任', 'start_idx': 4, 'end_idx': 6, 'type': 'PER'}",per:alternate_names,wikipedia
25702,25702,쿠르간 가설의 쿠르간 분구묘를 볼 수 있다. 고대에 우즈베키스탄의 중앙아시아에는 그리스인들과 스키타이인들이 살았다. 고구려인들이 당나라와 대결하기 위해서 스키타이-소그드인과 동맹을 맺기 위해 중앙아시아-우즈베키스탄을 방문한 모습이 그려진 아프로시압 벽화가 유명하다.,"{'word': '당나라', 'start_idx': 72, 'end_idx': 74, 'type': 'ORG'}","{'word': '스키타이-소그드인', 'start_idx': 86, 'end_idx': 94, 'type': 'POH'}",no_relation,wikipedia
25748,25748,"사토 류가(2002년 12월 17일 ~)는 일본의 가수, 배우이다.","{'word': '사토 류가', 'start_idx': 0, 'end_idx': 4, 'type': 'PER'}","{'word': '가수, 배우', 'start_idx': 28, 'end_idx': 33, 'type': 'POH'}",per:title,wikipedia
25756,25756,"지난 2006년 영화 '스승의 은혜'로 데뷔한 문가영은 2017년 KBS2 '드라마 스페셜-혼자 추는 왈츠'를 시작으로 MBC '위대한 유혹자', JTBC '으라차차 와이키키 시즌2'로 주연으로의 성장을 꾀했다.","{'word': '문가영', 'start_idx': 26, 'end_idx': 28, 'type': 'PER'}","{'word': ""스승의 은혜'"", 'start_idx': 13, 'end_idx': 19, 'type': 'POH'}",no_relation,wikitree
25769,25769,"정채연(1997년 12월 1일 ~)은 대한민국의 가수, 배우이다.","{'word': '정채연', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '가수, 배우', 'start_idx': 27, 'end_idx': 32, 'type': 'POH'}",per:title,wikipedia
25815,25815,2010년 모기업 KT&G가 이사회 결의를 통해 자회사인 한국인삼공사에게 스포츠단 지분 100%를 옮기면서 팀명과 엠블렘을 변경하여 2010-11 시즌부터 참가했다.,"{'word': '한국인삼공사', 'start_idx': 32, 'end_idx': 37, 'type': 'ORG'}","{'word': 'KT&G', 'start_idx': 10, 'end_idx': 13, 'type': 'ORG'}",org:member_of,wikipedia
25879,25879,얀 루쳄부르스키(1296년 8월 10일 ~ 1346년 8월 26일)는 보헤미아 왕국의 국왕(재위: 1310년 ~ 1346년)이자 룩셈부르크의 백작(재위: 1313년 ~ 1346년)이다.,"{'word': '얀 루쳄부르스키', 'start_idx': 0, 'end_idx': 7, 'type': 'PER'}","{'word': '1310년 ~ 1346년', 'start_idx': 55, 'end_idx': 67, 'type': 'DAT'}",no_relation,wikipedia
25904,25904,"2015년, 영화 《터미네이터 제니시스》에서 사라 코너 역을 연기했으며, 2016년 영화 《미 비포 유》의 주연을 맡았다.","{'word': '사라 코너', 'start_idx': 25, 'end_idx': 29, 'type': 'PER'}","{'word': '《터미네이터 제니시스》', 'start_idx': 10, 'end_idx': 21, 'type': 'POH'}",no_relation,wikipedia
25921,25921,"비엣남꾸옥전당 (Việt Nam Quốc Dân Đảng, 베트남 國民黨, 베트남 국민당, 약칭: 비엣꾸옥 (Việt Quốc)(Việt Quốc))은 과거 베트남의 우익정당이며, 현재는 해외에 이전하는 망명정당이다.","{'word': '베트남 국민당', 'start_idx': 42, 'end_idx': 48, 'type': 'ORG'}","{'word': '비엣꾸옥 (Việt Quốc)', 'start_idx': 55, 'end_idx': 70, 'type': 'ORG'}",org:alternate_names,wikipedia
25998,25998,"홀슈타인-고트로프 공작 카를 프리드리히(1700년 4월 30일 ~ 1739년 6월 18일)는 스웨덴의 귀족으로, 표트르 3세의 아버지이자 파벨 1세 이후 니콜라이 2세까지 이어 온 로마노프 왕조의 조상으로 유명한 인물이다.","{'word': '표트르 3세', 'start_idx': 63, 'end_idx': 68, 'type': 'PER'}","{'word': '홀슈타인-고트로프 공작 카를 프리드리히', 'start_idx': 0, 'end_idx': 20, 'type': 'PER'}",per:parents,wikipedia
26016,26016,"SM C&C는 김수로, 황신혜, 강호동, 이수근, 김병만, 전현무 등 쟁쟁한 방송인들이 활동 중이다.","{'word': '김병만', 'start_idx': 28, 'end_idx': 30, 'type': 'PER'}","{'word': 'SM C&C', 'start_idx': 0, 'end_idx': 5, 'type': 'ORG'}",per:employee_of,wikitree
26034,26034,프란츠 카프카(1883년 7월 3일 ~ 1924년 6월 3일)는 오스트리아-헝가리 제국의 유대계 소설가이다.,"{'word': '카프카', 'start_idx': 4, 'end_idx': 6, 'type': 'PER'}","{'word': '오스트리아-헝가리 제국', 'start_idx': 36, 'end_idx': 47, 'type': 'ORG'}",per:origin,wikipedia
26039,26039,UEFA컵 2005-06에서 미들즈브러와 세비야의 결승전 경기의 주심을 맡았으며 UEFA 챔피언스리그 2006-07에서 AC 밀란과 리버풀의 결승전 경기의 주심을 맡았다.,"{'word': 'AC 밀란', 'start_idx': 67, 'end_idx': 71, 'type': 'ORG'}","{'word': '2006-07', 'start_idx': 57, 'end_idx': 63, 'type': 'DAT'}",no_relation,wikipedia
26051,26051,"레알 소시에다드는 1980-81 시즌과 1981-82 시즌에 연달아 라리가 우승을 거두었고, 가장 최근에 준우승을 차지한 때는 2002-03 시즌이다.","{'word': '레알 소시에다드', 'start_idx': 0, 'end_idx': 7, 'type': 'ORG'}","{'word': '1981-82', 'start_idx': 22, 'end_idx': 28, 'type': 'DAT'}",no_relation,wikipedia
26122,26122,"김호영 씨는 2002년 뮤지컬 '렌트'로 데뷔했고, '모차르트 오페라 락,' '프리실라' 등에 출연했다.","{'word': '김호영', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': ""2002년 뮤지컬 '렌트'"", 'start_idx': 7, 'end_idx': 20, 'type': 'DAT'}",no_relation,wikitree
26238,26238,"1992-93 시즌에는 올랭피크 드 마르세유에게 패배하였고, 1993-94 시즌에는 바르셀로나에게 4-0 승리를 거두어 우승하였다.","{'word': '올랭피크 드 마르세유', 'start_idx': 13, 'end_idx': 23, 'type': 'ORG'}","{'word': '1992-93', 'start_idx': 0, 'end_idx': 6, 'type': 'DAT'}",no_relation,wikipedia
26286,26286,"3일 개신교계에 따르면 대한예수교장로회(통합) 총회 고시위원회는 지난달 장로회신학대 신학대학원생 안모, 오모 씨 등 2명의 목사고시 합격을 취소했다.","{'word': '장로회신학대', 'start_idx': 40, 'end_idx': 45, 'type': 'ORG'}","{'word': '대한예수교장로회(통합)', 'start_idx': 13, 'end_idx': 24, 'type': 'ORG'}",no_relation,wikitree
26290,26290,본관은 영천(永川) 이고 최무선의 아들이다.,"{'word': '최무선', 'start_idx': 14, 'end_idx': 16, 'type': 'PER'}","{'word': '영천(永川)', 'start_idx': 4, 'end_idx': 9, 'type': 'LOC'}",per:place_of_residence,wikipedia
26361,26361,신혜왕후 류씨는 경기도 정주(현 개풍군) 출신으로 경기도 지역의 삼중대광(三重大匡) 류천궁(柳天弓)의 딸이다.,"{'word': '신혜왕후', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}","{'word': '류천궁(柳天弓)', 'start_idx': 47, 'end_idx': 54, 'type': 'PER'}",per:parents,wikipedia
26446,26446,"하지만, 2011년 프로야구 9번째 구단으로 창단한 NC 다이노스가 이 곳을 홈구장으로 사용하게 되면서 2012년, 2013년 시즌을 앞두고 대대적인 시설 개수 공사를 거듭하여 2013년 시즌이 개막한 시점을 기준으로는 14,164석으로 약 25% 가량 감소하였다.","{'word': 'NC 다이노스', 'start_idx': 29, 'end_idx': 35, 'type': 'ORG'}","{'word': '14,164석', 'start_idx': 123, 'end_idx': 129, 'type': 'NOH'}",no_relation,wikipedia
26450,26450,파트미레 알루시는 1993년에 DJK/VfL 기젠키르헨(DJK/VfL Giesenkirchen)에 입단하면서 선수 생활을 시작했으며 1997년부터 2004년까지 FSC 뮌헨글라트바흐(FSC Mönchengladbach) 소속으로 활동했다.,"{'word': '파트미레 알루시', 'start_idx': 0, 'end_idx': 7, 'type': 'PER'}","{'word': 'DJK/VfL 기젠키르헨', 'start_idx': 17, 'end_idx': 29, 'type': 'ORG'}",per:employee_of,wikipedia
26625,26625,"1992년 그는 올랭피크 드 마르세유로 이적하였고, 1992-93 시즌 UEFA 챔피언스리그에서 우승을 거두었다.","{'word': '올랭피크 드 마르세유', 'start_idx': 9, 'end_idx': 19, 'type': 'ORG'}","{'word': '1992-93', 'start_idx': 29, 'end_idx': 35, 'type': 'DAT'}",no_relation,wikipedia
26668,26668,2012년 3월 4일 안드레 빌라스보아스 감독이 경질되면서 2011-12 시즌이 끝날 때까지 첼시의 임시 감독으로 활동해 2011-12 시즌 FA컵과 챔피언스리그를 우승으로 이끌었으며 시즌 종료후 2012년 6월 14일 첼시 FC의 정식 감독이 되었다.,"{'word': '첼시 FC', 'start_idx': 123, 'end_idx': 127, 'type': 'ORG'}","{'word': '2011-12', 'start_idx': 68, 'end_idx': 74, 'type': 'DAT'}",no_relation,wikipedia
26734,26734,그 신화는 10세기 말 키나드 2세(재위: 971년–995년) 때 편찬된 『알바 열왕연대기』에서 처음 나타난다.,"{'word': '키나드 2세', 'start_idx': 13, 'end_idx': 18, 'type': 'PER'}","{'word': '971년–995년', 'start_idx': 24, 'end_idx': 32, 'type': 'DAT'}",no_relation,wikipedia
26821,26821,《Wir ham' noch lange nicht genug》는 독일 하드록 밴드 뵈제 옹켈츠의 정규8 집이다. 1991년 8월 26일에 ‘’Bellaphon Records’'에서 발매되었다.,"{'word': '뵈제 옹켈츠', 'start_idx': 45, 'end_idx': 50, 'type': 'PER'}","{'word': ""Wir ham' noch lange nicht genug"", 'start_idx': 1, 'end_idx': 31, 'type': 'POH'}",per:product,wikipedia
26851,26851,"삼부토건(Sambu Engineering & Construction Co., Ltd.)은 대한민국의 주거 산업 개발한 회사이다.","{'word': '삼부토건', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}","{'word': 'Sambu Engineering & Construction Co., Ltd.', 'start_idx': 5, 'end_idx': 46, 'type': 'ORG'}",org:alternate_names,wikipedia
26917,26917,"안예은(1992년 5월 21일 ~)은 대한민국의 가수, 싱어송라이터이다.","{'word': '안예은', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '가수, 싱어송라이터', 'start_idx': 27, 'end_idx': 36, 'type': 'POH'}",per:title,wikipedia
26941,26941,2010년 8월 15일에 열린 SGS 에센과의 프라우엔-분데스리가 데뷔 경기에 출전했는데 SC 07 바트노이에나어는 SGS 에센에 4-3 승리를 기록했다.,"{'word': 'SGS 에센', 'start_idx': 17, 'end_idx': 22, 'type': 'ORG'}","{'word': '프라우엔-분데스리가', 'start_idx': 26, 'end_idx': 35, 'type': 'ORG'}",org:member_of,wikipedia
27003,27003,"또한, 이흔암 환선길(桓宣吉)의 모반사건은 궁예(弓裔)의 핵심적인 지지세력에 의한 것이라 추정된다.","{'word': '환선길', 'start_idx': 8, 'end_idx': 10, 'type': 'PER'}","{'word': '궁예(弓裔)', 'start_idx': 24, 'end_idx': 29, 'type': 'PER'}",no_relation,wikipedia
27005,27005,교황 베네딕토 2세는 제81대 교황(재위: 684년 683년/6월 26일 ~ 685년 5월 8일)이다.,"{'word': '베네딕토 2세', 'start_idx': 3, 'end_idx': 9, 'type': 'PER'}","{'word': '684년 683년/6월 26일', 'start_idx': 24, 'end_idx': 39, 'type': 'DAT'}",no_relation,wikipedia
27011,27011,CS 마리티무 (Club Sport Marítimo)는 포르투갈의 스포츠 클럽으로 축구팀이 가장 잘 알려져 있다.,"{'word': 'CS 마리티무', 'start_idx': 0, 'end_idx': 6, 'type': 'ORG'}","{'word': 'Club Sport Marítimo', 'start_idx': 9, 'end_idx': 27, 'type': 'ORG'}",org:alternate_names,wikipedia
27057,27057,25일 전북에 따르면 브라질 출신의 아라비안 걸프리그(UAE) 알 나스르의 사무엘 호사 곤살베스 Samuel Rosa Gonçalves와 올 시즌까지 임대 계약을 체결했다.,"{'word': '사무엘 호사 곤살베스', 'start_idx': 42, 'end_idx': 52, 'type': 'PER'}","{'word': 'Samuel Rosa Gonçalves', 'start_idx': 54, 'end_idx': 74, 'type': 'ORG'}",per:alternate_names,wikitree
27076,27076,"같은 날 박성광 씨 소속사 SM C&C는 ""오는 5월 2일 토요일에 박성광 씨가 사랑하는 사람과 백년가약을 맺게 됐다""며 ""예비 신부는 7살 연하의 비연예인으로, 두 사람은 오랜 시간 지인으로 알고 지내오던 중 작년 가을 무렵부터 진지한 만남을 가져왔다""고 밝혔다.","{'word': '박성광', 'start_idx': 5, 'end_idx': 7, 'type': 'PER'}","{'word': 'SM C&C', 'start_idx': 15, 'end_idx': 20, 'type': 'ORG'}",per:employee_of,wikitree
27113,27113,"소련은 소련의 지배 아래 있던 부라야트 소비에트 사회주의 자치 공화국(현 부라야트 공화국)의 기갑부대 군사 1,500여 명을 파견했으며, 전쟁 초 서울에 나타난 조선인민군 탱크는 모두 이들이 조종했다는 설도 소련의 주도를 뒷받침하고 있다.","{'word': '조선인민군', 'start_idx': 90, 'end_idx': 94, 'type': 'ORG'}","{'word': '1,500여 명', 'start_idx': 60, 'end_idx': 67, 'type': 'NOH'}",no_relation,wikipedia
27135,27135,"이 후, 모리 가문은 도요토미 가문(豊臣氏)에 협력하여 시코쿠 정벌, 규슈 정벌, 오다와라 정벌 등에서 활약하였다.","{'word': '도요토미 가문', 'start_idx': 12, 'end_idx': 18, 'type': 'ORG'}","{'word': '豊臣氏', 'start_idx': 20, 'end_idx': 22, 'type': 'ORG'}",org:alternate_names,wikipedia
27141,27141,"2009년 4월 24일 3번째 이닝에서 3루타와 함께 워싱턴 내셔널스의 스콧 올슨을 상대로 자신의 1,000번째 타점을 기록하였다.","{'word': '워싱턴 내셔널스', 'start_idx': 30, 'end_idx': 37, 'type': 'ORG'}","{'word': '1,000', 'start_idx': 55, 'end_idx': 59, 'type': 'NOH'}",no_relation,wikipedia
27183,27183,‘평강’은 평원왕의 이칭인 평강상호왕(平崗上好王)에서 따온 것으로 원래 이름은 알 수 없다.,"{'word': '평원왕', 'start_idx': 6, 'end_idx': 8, 'type': 'PER'}","{'word': '평강상호왕(平崗上好王)', 'start_idx': 15, 'end_idx': 26, 'type': 'PER'}",per:alternate_names,wikipedia
27187,27187,"2006년, 시설관리사령부 한국 지역사령부(IMCOM-K)로 한반도 안의 주한 미국 육군의 시설 관리업무의 이전됨에 따라 제23, 34지역지원단이 각각 6월 15일과 9월 9일에 해체되었다.","{'word': '시설관리사령부 한국 지역사령부', 'start_idx': 7, 'end_idx': 22, 'type': 'ORG'}","{'word': 'IMCOM-K', 'start_idx': 24, 'end_idx': 30, 'type': 'POH'}",org:alternate_names,wikipedia
27249,27249,MBC경남 진주방송(MBC慶南 晋州放送)은 경남 서부 지역을 가시청권으로 하는 대한민국의 지상파방송국이다.,"{'word': 'MBC경남 진주방송', 'start_idx': 0, 'end_idx': 9, 'type': 'ORG'}","{'word': 'MBC慶南 晋州放送', 'start_idx': 11, 'end_idx': 20, 'type': 'ORG'}",org:alternate_names,wikipedia
27327,27327,쓰다 미나미 (津田美波つだ みなみ)또는 츠다 미나미는 가나가와현 출신의 일본 여성 성우이다.,"{'word': '미나미', 'start_idx': 25, 'end_idx': 27, 'type': 'PER'}","{'word': 'みなみ', 'start_idx': 15, 'end_idx': 17, 'type': 'PER'}",per:alternate_names,wikipedia
27484,27484,쩐 영종(바오푸(寶符)(寶符) 4년 9월 17일(1276년 10월 27일) ~ 다이카인(大慶) 7년 3월 16일(1320년 4월 24일))은 베트남 쩐 왕조의 제4대 황제(재위 : 1293년 ~ 1314년)이다.,"{'word': '쩐 영종', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}","{'word': '다이카인(大慶) 7년 3월 16일(1320년 4월 24일)', 'start_idx': 44, 'end_idx': 75, 'type': 'ORG'}",per:date_of_death,wikipedia
27706,27706,"프로이센군은 1,400명을 잃었고, 오스트리아-신성로마제국군은 7,000명의 병력과 9개의 군기, 28문의 포를 상실했다.","{'word': '오스트리아', 'start_idx': 20, 'end_idx': 24, 'type': 'ORG'}","{'word': '7,000명', 'start_idx': 35, 'end_idx': 40, 'type': 'NOH'}",no_relation,wikipedia
27709,27709,"예전부터 시나노는 슈고 권력이 약화되어 시나노 중부에 오가사와라 가문, 시나노 북부에 무라카미 가문, 기소 지방의 기소 가문(木曾氏), 스와 지방의 스와 가문, 시나노 동부에 사나다 가문(真田氏)등의 유력 고쿠진이 할거하는 상태에 있었기 때문에 신겐은 시나노의 여러가문을 각개 격파하여 시나노를 장악할 수 있었다.","{'word': '사나다 가문', 'start_idx': 98, 'end_idx': 103, 'type': 'ORG'}","{'word': '真田氏', 'start_idx': 105, 'end_idx': 107, 'type': 'ORG'}",org:alternate_names,wikipedia
27740,27740,"루드비 홀베르(1684년 12월 3일 ~ 1754년 1월 28일)는 덴마크, 노르웨이의 작가, 철학자, 소설가, 역사가, 극작가이다.","{'word': '루드비 홀베르', 'start_idx': 0, 'end_idx': 6, 'type': 'PER'}","{'word': '작가, 철학자, 소설가, 역사가, 극작가', 'start_idx': 49, 'end_idx': 70, 'type': 'POH'}",per:title,wikipedia
27883,27883,"금성대군 이유(錦城大君 李瑜, 1426년 5월 5일/음력 3월 28일~1457년 11월 7일/음력 10월 21일)는 조선 전기의 왕자이자 왕족 종실이며 문신, 무신, 군인, 정치가이다.","{'word': '금성대군 이유', 'start_idx': 0, 'end_idx': 6, 'type': 'PER'}","{'word': '1426년 5월 5일/음력 3월 28일', 'start_idx': 17, 'end_idx': 37, 'type': 'DAT'}",per:date_of_birth,wikipedia
27905,27905,"제2차 세계 대전에서 길었던 이 전구의 결과로 북아프리카의 이탈리아와 독일군의 손실은 총 50만명이 넘는다(최종 항복 및 포로 포함). 이 전구의 이탈리아군의 손실은 177,000명이 사망했고 주변 관련 전역 전투에서 수십만 명이 포로가 되었다.","{'word': '이탈리아', 'start_idx': 82, 'end_idx': 85, 'type': 'ORG'}","{'word': '177,000명', 'start_idx': 93, 'end_idx': 100, 'type': 'NOH'}",no_relation,wikipedia
27943,27943,"김민아 씨가 전속계약을 맺은 SM C&C는 강호동, 신동엽, 이수근, 한석준, 전현무, 김수로, 황신혜 등 MC부터 배우까지 다수가 소속돼 있다.","{'word': '강호동', 'start_idx': 24, 'end_idx': 26, 'type': 'PER'}","{'word': 'SM C&C', 'start_idx': 16, 'end_idx': 21, 'type': 'ORG'}",per:employee_of,wikitree
27988,27988,"당 희종(唐僖宗, 862년 6월 8일 ~ 888년 4월 20일)은 중국 당나라의 제18대 황제(재위 : 873년 - 888년)이며 이름은 이현(李儇)이다.","{'word': '당 희종', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}","{'word': '이현(李儇)', 'start_idx': 77, 'end_idx': 82, 'type': 'PER'}",per:alternate_names,wikipedia
28026,28026,"쇼니 모리쓰네는, 일본 가마쿠라 시대(鎌倉時代) 중기의 무장으로 쇼니 씨(少弐氏) 4대 당주이다.","{'word': '쇼니 씨', 'start_idx': 36, 'end_idx': 39, 'type': 'ORG'}","{'word': '少弐氏', 'start_idx': 41, 'end_idx': 43, 'type': 'ORG'}",org:alternate_names,wikipedia
28033,28033,"또한, 이흔암 환선길(桓宣吉)의 모반사건은 궁예(弓裔)의 핵심적인 지지세력에 의한 것이라 추정된다.","{'word': '이흔암', 'start_idx': 4, 'end_idx': 6, 'type': 'PER'}","{'word': '궁예(弓裔)', 'start_idx': 24, 'end_idx': 29, 'type': 'PER'}",no_relation,wikipedia
28128,28128,"앨범에는 역시 G-Unit 뿐만 아니라 탑프로듀서 팀바랜드,저스틴 팀버레이크,에이콘,에미넴,제이 지,디디 등이 참여한다.","{'word': '에미넴', 'start_idx': 47, 'end_idx': 49, 'type': 'PER'}","{'word': 'G-Unit', 'start_idx': 8, 'end_idx': 13, 'type': 'POH'}",per:colleagues,wikipedia
28385,28385,"이탈리아군 전체 전사자의 절반인 300,000명이 이손초 강에서 손실되었다.","{'word': '이탈리아군', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}","{'word': '300,000명', 'start_idx': 18, 'end_idx': 25, 'type': 'NOH'}",no_relation,wikipedia
28449,28449,《내 여동생은 한자를 읽을 수 있다》는 카지이 타카시(かじいたかし)의 일본 라이트 노벨 작품이다.,"{'word': '타카시', 'start_idx': 26, 'end_idx': 28, 'type': 'PER'}","{'word': 'たかし', 'start_idx': 33, 'end_idx': 35, 'type': 'PER'}",per:alternate_names,wikipedia
28478,28478,오우치 가문(大内氏)과 아마고 가문(尼子氏)은 여러 차례에 걸쳐 치열한 전투를 벌이며 주고쿠 지방의 패권을 다투었으나 끝내 승부를 가리지는 못하였다.,"{'word': '오우치 가문', 'start_idx': 0, 'end_idx': 5, 'type': 'ORG'}","{'word': '大内氏', 'start_idx': 7, 'end_idx': 9, 'type': 'ORG'}",org:alternate_names,wikipedia
28687,28687,KBS춘천방송총국(KBS春川放送總局)은 강원도 영서 북부지역을 방송권역으로 하는 한국방송공사의 지역방송총국이다.,"{'word': 'KBS춘천방송총국', 'start_idx': 0, 'end_idx': 8, 'type': 'ORG'}","{'word': 'KBS春川放送總局', 'start_idx': 10, 'end_idx': 18, 'type': 'ORG'}",org:alternate_names,wikipedia
28702,28702,"1566년, 오다 노부나가(織田信長)의 상경전에 반발해 저항하지만, 적수가 되지 못해 차례차례 격파당하고 미요시 산닌슈의 세력은 쇠퇴하게 되었다.","{'word': '오다 노부나가', 'start_idx': 7, 'end_idx': 13, 'type': 'PER'}","{'word': '織田信長', 'start_idx': 15, 'end_idx': 18, 'type': 'PER'}",per:alternate_names,wikipedia
28718,28718,"한편, 지난 2017년 영화 '내 마음 깊은 곳의 너'로 데뷔한 차인하 씨는 MBC 드라마 '하자있는 인간들'에 출연 중인 신인 배우다.","{'word': '차인하', 'start_idx': 36, 'end_idx': 38, 'type': 'PER'}","{'word': ""2017년 영화 '내 마음 깊은 곳의 너'"", 'start_idx': 7, 'end_idx': 29, 'type': 'DAT'}",no_relation,wikitree
28825,28825,"사이트 개설 초기의 명칭은 위메이크프라이스(Wemakeprice)였으나, 2013년 2월 19일 운영 업체인 나무인터넷이 (주)위메프로 상호를 변경하면서 공식 사이트 명칭을 약칭인 위메프로 변경하였다.","{'word': 'Wemakeprice', 'start_idx': 24, 'end_idx': 34, 'type': 'ORG'}","{'word': '(주)위메프', 'start_idx': 68, 'end_idx': 73, 'type': 'ORG'}",org:alternate_names,wikipedia
